mae_fold_0,mae_fold_1,mae_fold_2,mae_fold_3,mae_avg,mae_std,numFactors,learningRate,regularization,numIters,ratings,seed
1.1511646843202223,1.152420946691129,1.1458250999916357,1.157129612098224,1.1516350857753028,0.004024444347597939,8,0.001,0.01,100,[D@2ea6137,42
5.871023196080844,5.818265261077258,5.6274356463212785,5.100235120478697,5.604239805989519,0.30477001274719145,8,0.01,0.01,75,[D@2ea6137,42
5.850658961080881,5.8959885394865035,5.346643608867437,5.71928891094117,5.703145005093998,0.21581407922989143,12,0.01,0.01,75,[D@2ea6137,42
5.534277032465126,5.658852811051212,6.02046048977368,5.167260640587983,5.5952127434695,0.3048531889184162,8,0.01,0.1,50,[D@2ea6137,42
5.274634448738394,5.268839514210825,5.271058899549456,5.270547433123336,5.2712700739055025,0.0021091137211092827,8,1.0,1.0,50,[D@2ea6137,42
5.254015908713259,5.266875356619422,5.231781638040886,5.25568084514284,5.2520884371291015,0.012724382296081048,12,1.0,0.01,50,[D@2ea6137,42
1.1396478214070547,1.1371483235695614,1.1522526204406087,1.1418133178102967,1.1427155208068802,0.005748362905158493,4,0.001,0.1,100,[D@2ea6137,42
5.547926345739169,5.564267872243261,5.553156024157144,5.539795669714925,5.551286477963625,0.008878921150501332,4,0.1,0.1,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,4,1.0,1.0,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,1.0,0.01,75,[D@2ea6137,42
1.1459383940556254,1.1509292697739781,1.1521289273233681,1.1561212474069587,1.1512794596399827,0.0036336661460642213,12,0.001,1.0,100,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,0.1,0.001,100,[D@2ea6137,42
5.916041641788008,5.946778376879246,5.9615736163417266,5.924075211547795,5.937117211639194,0.01806742410877872,8,0.1,0.1,75,[D@2ea6137,42
5.67882650647844,5.622179464162487,5.629912961619441,5.6193095128453905,5.63755711127644,0.024140437462790137,4,0.1,1.0,25,[D@2ea6137,42
5.164034276549172,5.1499001983322525,5.156236056502929,5.171533931062364,5.1604261156116795,0.008135630266695348,4,1.0,0.01,50,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,1.0,1.0,75,[D@2ea6137,42
5.938809472151385,5.9647221180099175,5.978761825931967,5.940050877928481,5.955586073505438,0.0169069472727242,8,0.1,0.01,75,[D@2ea6137,42
5.793473096904724,5.65589780230856,5.908850919372503,5.3299618415480845,5.672045915033468,0.21685447047163617,12,0.01,0.1,50,[D@2ea6137,42
5.725883499092739,5.761080121726701,5.728029105982846,5.725509700235248,5.735125606759384,0.015015653356271912,8,0.1,1.0,25,[D@2ea6137,42
5.181538428621357,5.1752493514942275,5.163236934183358,5.1780118542213645,5.174509142130077,0.006879143160085379,8,1.0,0.01,50,[D@2ea6137,42
1.1372213822368906,1.135635736106262,1.1351114714607555,1.1367444541536014,1.1361782609893774,8.427706958900888E-4,4,0.001,1.0,100,[D@2ea6137,42
6.081811261557595,6.049283277031076,6.056607277380655,6.125674174429366,6.078343997599673,0.029871299117756225,12,0.1,0.01,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,4,1.0,0.001,100,[D@2ea6137,42
6.0242564495593065,5.988089162237231,5.9970713183803905,6.073218692367478,6.0206589056361,0.033138482015404626,12,0.1,0.01,50,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,1.0,0.001,100,[D@2ea6137,42
5.53911639004275,5.562901239416962,5.543474946168316,5.528948952791888,5.54361038210498,0.012321820004390291,4,0.1,0.01,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,1.0,0.1,75,[D@2ea6137,42
1.1888891584740962,1.1990578692326004,1.1799166047001743,1.1826212958047642,1.1876212320529087,0.007361469834881201,4,0.001,0.1,50,[D@2ea6137,42
5.629321709154385,5.8744412952349965,5.812885064775131,5.854491939767523,5.792785002233009,0.09695328388587483,8,0.01,1.0,100,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,12,1.0,0.001,100,[D@2ea6137,42
5.304271763547103,5.749691412004073,5.711375867969858,5.761550480464066,5.631722380996274,0.18996092528677588,4,0.01,0.1,25,[D@2ea6137,42
5.441660664104757,5.472828314650281,5.445306642135327,5.435270830411205,5.448766612825393,0.014348933253706968,4,0.1,0.01,50,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,12,1.0,0.1,75,[D@2ea6137,42
5.448472786474084,5.469848882015258,5.450335928320778,5.444314611781322,5.453243052147861,0.009832057725982215,4,0.1,0.1,50,[D@2ea6137,42
5.278508865298214,5.266573001441805,5.27267034432055,5.2853981196946345,5.2757875826888005,0.0069712531725432195,4,1.0,1.0,50,[D@2ea6137,42
5.9151262826040565,5.946146312771664,5.955864533634109,5.92461716893127,5.935438574485275,0.01629085238708918,8,0.1,0.01,50,[D@2ea6137,42
5.572461925459329,4.7299654777379745,5.85460974750421,4.906283678561538,5.265830207315762,0.4629009268355604,8,0.01,0.001,50,[D@2ea6137,42
1.2246677482010613,1.2201770229628872,1.2353049942900636,1.2378317008950819,1.2294953665872734,0.0073038289773516,12,0.001,0.01,50,[D@2ea6137,42
5.328953743272086,6.181719564332674,5.4252044176720995,5.771765032687628,5.676910689491122,0.3347608961024059,12,0.01,0.001,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,4,0.1,1.0,100,[D@2ea6137,42
1.2467987398677987,1.246294419050347,1.2343937767383608,1.236467885692333,1.24098870533721,0.005608876731080569,8,0.001,1.0,25,[D@2ea6137,42
5.764899187537562,5.717240510345534,5.314409192658131,5.881298926846845,5.6694619543470175,0.21349966182242994,8,0.01,0.001,75,[D@2ea6137,42
6.711755590307432,6.707171655649986,6.7090887018529015,6.7078729474777985,6.7089722238220295,0.0017472228211438308,8,0.1,1.0,100,[D@2ea6137,42
1.15488913291189,1.156408496976228,1.163798272448097,1.1626367254060554,1.1594331569355676,0.0038442751781129214,12,0.001,0.001,100,[D@2ea6137,42
1.175985688363866,1.1811627553553765,1.1774497041171024,1.179057700185648,1.1784139620054983,0.001923315488869233,8,0.001,0.01,75,[D@2ea6137,42
4.521453548102082,5.414625902043817,5.423312458880541,5.96452072771702,5.330978159185865,0.5177424190359381,4,0.01,0.01,25,[D@2ea6137,42
1.190591503662073,1.1854863885140055,1.185300734825624,1.1959578854035637,1.1893341281013166,0.004374028902168563,4,0.001,0.01,50,[D@2ea6137,42
1.1721116816733914,1.171878178230964,1.1745436759199064,1.1717226210058738,1.172564039207534,0.0011513012986328606,8,0.001,0.1,75,[D@2ea6137,42
1.149320353461747,1.1443483147517834,1.1528576273788507,1.1560902772171235,1.1506541432023762,0.004357446587818916,8,0.001,0.001,100,[D@2ea6137,42
1.1516871469135739,1.157149106229422,1.1530203872056801,1.1545971506131232,1.1541134477404498,0.0020329109649632146,4,0.001,0.1,75,[D@2ea6137,42
1.1530487146223827,1.1447504009471996,1.1541369192311182,1.1482694670604339,1.1500513754652837,0.0037733022105934976,4,0.001,0.001,100,[D@2ea6137,42
1.2223984030010855,1.2144487350933875,1.216424679114144,1.2370892972898773,1.2225902786246237,0.008867887387998928,12,0.001,0.1,50,[D@2ea6137,42
5.9457736882408225,5.879332090853358,5.536615680262167,5.928276407306201,5.8224994666656364,0.16684182732208744,12,0.01,0.01,25,[D@2ea6137,42
